city,lat,lng,country,population
Can Tho,10.0333,105.7833,Vietnam,1237300.0
Bien Hoa,10.9575,106.8426,Vietnam,1104000.0
Quang Ha,16.06,108.25,Vietnam,1000000.0
Paris,48.8566,2.3522,France,11020000.0
Nice,43.7034,7.2663,France,1006402.0
Toulouse,43.6045,1.444,France,968638.0
Marseille,43.2964,5.37,France,870018.0
Rennes,48.1147,-1.6794,France,727357.0
Grenoble,45.1715,5.7224,France,687985.0
London,51.5072,-0.1275,United Kingdom,10979000.0
Birmingham,52.48,-1.9025,United Kingdom,2897303.0
Manchester,53.4794,-2.2453,United Kingdom,2705000.0
Leeds,53.7997,-1.5492,United Kingdom,1901934.0
Newcastle,55.0077,-1.6578,United Kingdom,1650000.0
Birstall,52.6736,-1.12,United Kingdom,1424216.0
Lima,-12.05,-77.0333,Peru,9848000.0
Callao,-12.0611,-77.1333,Peru,1129854.0
Arequipa,-16.3988,-71.5369,Peru,1008290.0
Trujillo,-8.1119,-79.0289,Peru,919899.0
Chiclayo,-6.763,-79.8366,Peru,552508.0
Chimbote,-9.0745,-78.5936,Peru,497875.0
Bogota,4.6126,-74.0705,Colombia,9464000.0
Medellin,6.2447,-75.5748,Colombia,2529403.0
Cali,3.44,-76.5197,Colombia,2471474.0
Barranquilla,10.96,-74.8,Colombia,1798000.0
Cartagena,10.4236,-75.5253,Colombia,1036412.0
Cucuta,7.9075,-72.5047,Colombia,750000.0
Luanda,-8.8383,13.2344,Angola,8417000.0
Huambo,-12.7667,15.7333,Angola,665564.0
Cabinda,-5.55,12.2,Angola,550000.0
Benguela,-12.55,13.4167,Angola,513000.0
Lobito,-12.37,13.5412,Angola,207932.0
Mocamedes,-15.1953,12.1508,Angola,162000.0
Kuala Lumpur,3.1478,101.6953,Malaysia,8285000.0
Klang,3.0333,101.45,Malaysia,878000.0
Ipoh,4.6,101.07,Malaysia,866772.0
Butterworth,5.3942,100.3664,Malaysia,821652.0
George Town,5.4145,100.3292,Malaysia,708127.0
Petaling Jaya,3.1073,101.6067,Malaysia,638516.0
Hong Kong,22.305,114.185,Hong Kong,7347000.0
Khartoum,15.6031,32.5265,Sudan,7282000.0
Omdurman,15.6835,32.4629,Sudan,2805396.0
Khartoum North,15.6333,32.6333,Sudan,936349.0
Kassala,15.45,36.4,Sudan,536009.0
Port Sudan,19.6158,37.2164,Sudan,489275.0
El Obeid,13.1833,30.2167,Sudan,418280.0
Santiago,-33.45,-70.6667,Chile,7007000.0
Antofagasta,-23.6464,-70.398,Chile,380695.0
Vina del Mar,-33.0244,-71.5517,Chile,332875.0
Valparaiso,-33.0458,-71.6197,Chile,296655.0
Temuco,-38.7399,-72.5901,Chile,282415.0
San Bernardo,-33.6,-70.7,Chile,246762.0
Riyadh,24.65,46.71,Saudi Arabia,6881000.0
Jeddah,21.5428,39.1728,Saudi Arabia,3976000.0
Mecca,21.4225,39.8261,Saudi Arabia,1700000.0
Medina,24.4667,39.6,Saudi Arabia,1180770.0
Ad Dammam,26.4333,50.1,Saudi Arabia,903312.0
Al Hufuf,25.3608,49.5997,Saudi Arabia,637389.0
Dar es Salaam,-6.8,39.2833,Tanzania,6698000.0
Arusha,-3.3667,36.6833,Tanzania,416442.0
Dodoma,-6.25,35.75,Tanzania,410956.0
Mwanza,-2.5167,32.9,Tanzania,385810.0
Mbeya,-8.9,33.45,Tanzania,291649.0
Tanga,-5.0667,39.1,Tanzania,243580.0
Baghdad,33.35,44.4167,Iraq,5796000.0
Mosul,36.3667,43.1167,Iraq,1694000.0
Al Basrah,30.4889,47.81,Iraq,1225793.0
Kirkuk,35.4667,44.4,Iraq,975000.0
Erbil,36.1911,44.0094,Iraq,852500.0
An Najaf,32.029,44.3396,Iraq,724700.0
Singapore,1.3,103.8,Singapore,5745000.0
Nairobi,-1.2864,36.8172,Kenya,5545000.0
Meru,0.05,37.65,Kenya,1833000.0
Mombasa,-4.05,39.6667,Kenya,1200000.0
Kisumu,-0.1,34.75,Kenya,409928.0
Nakuru,-0.2833,36.0667,Kenya,307990.0
Eldoret,0.5167,35.2833,Kenya,193830.0
Rangoon,16.8,96.15,Burma,5430000.0
Mandalay,21.9769,96.0869,Burma,1225546.0
Nay Pyi Taw,19.8028,96.1583,Burma,1160242.0
Hpa-An,16.8906,97.6333,Burma,421525.0
Bago,17.3433,96.4981,Burma,284179.0
Myeik,12.4394,98.6003,Burma,266720.0
Toronto,43.7417,-79.3733,Canada,5429524.0
Montreal,45.5089,-73.5617,Canada,3519595.0
Vancouver,49.25,-123.1,Canada,2264823.0
Calgary,51.05,-114.0667,Canada,1239220.0
Edmonton,53.5344,-113.4903,Canada,1062643.0
Ottawa,45.4247,-75.695,Canada,989567.0
Sydney,-33.865,151.2094,Australia,5312163.0
Melbourne,-37.8136,144.9631,Australia,5078193.0
Brisbane,-27.4678,153.0281,Australia,2514184.0
Perth,-31.9522,115.8589,Australia,2059484.0
Adelaide,-34.9289,138.6011,Australia,1345777.0
Gold Coast,-28.0167,153.4,Australia,679127.0
Abidjan,5.3364,-4.0267,Côte D’Ivoire,4980000.0
Bouake,7.6833,-5.0331,Côte D’Ivoire,659233.0
Yamoussoukro,6.8161,-5.2742,Côte D’Ivoire,355573.0
Korhogo,9.4578,-5.6294,Côte D’Ivoire,286071.0
Daloa,6.89,-6.45,Côte D’Ivoire,255168.0
San-Pedro,4.7704,-6.64,Côte D’Ivoire,210273.0
Barcelona,41.3825,2.1769,Spain,4588000.0
Madrid,40.4189,-3.6919,Spain,3266126.0
Sevilla,37.3828,-5.9731,Spain,1212045.0
Valencia,39.4667,-0.375,Spain,794288.0
Zaragoza,41.6483,-0.883,Spain,649404.0
Malaga,36.7167,-4.4167,Spain,574654.0
Johannesburg,-26.2044,28.0416,South Africa,4434827.0
Vereeniging,-26.6736,27.9319,South Africa,1074000.0
Pietermaritzburg,-29.5833,30.4167,South Africa,750845.0
Pretoria,-25.7464,28.1881,South Africa,741651.0
Durban,-29.8583,31.025,South Africa,595061.0
Cape Town,-33.925,18.425,South Africa,433688.0
Casablanca,33.5992,-7.62,Morocco,4370000.0
Rabat,34.0253,-6.8361,Morocco,1628000.0
Fes,34.0433,-5.0033,Morocco,1112072.0
Tangier,35.7847,-5.8125,Morocco,947952.0
Marrakech,31.6295,-7.9811,Morocco,928850.0
Sale,34.05,-6.8167,Morocco,850403.0
Amman,31.95,35.9333,Jordan,4007526.0
Irbid,32.5556,35.85,Jordan,1088100.0
Az Zarqa',32.0833,36.1,Jordan,481300.0
Al `Aqabah,29.5167,35.0,Jordan,140000.0
As Salt,32.0333,35.7333,Jordan,88900.0
Al Mafraq,32.2833,36.2333,Jordan,57118.0
Kabul,34.5328,69.1658,Afghanistan,3678034.0
Kandahar,31.6078,65.7053,Afghanistan,491500.0
Herat,34.3738,62.1792,Afghanistan,436300.0
Mazar-e Sharif,36.7,67.1167,Afghanistan,427600.0
Kunduz,36.728,68.8725,Afghanistan,259809.0
Jalalabad,34.4303,70.4528,Afghanistan,205423.0
Berlin,52.5167,13.3833,Germany,3644826.0
Hamburg,53.55,10.0,Germany,1841179.0
Munich,48.1372,11.5755,Germany,1471508.0
Cologne,50.9422,6.9578,Germany,1085664.0
Frankfurt,50.1136,8.6797,Germany,753056.0
Bremen,53.1153,8.7975,Germany,724909.0
Algiers,36.7764,3.0586,Algeria,3415811.0
Oran,35.6969,-0.6331,Algeria,852000.0
Constantine,36.365,6.6147,Algeria,448374.0
Blida,36.4722,2.8333,Algeria,331779.0
Batna,35.55,6.1667,Algeria,290645.0
Setif,36.19,5.41,Algeria,288461.0
Santa Cruz,-17.7892,-63.1975,Bolivia,3151676.0
La Paz,-16.4942,-68.1475,Bolivia,2867504.0
Cochabamba,-17.3935,-66.157,Bolivia,632013.0
Sucre,-19.0431,-65.2592,Bolivia,300000.0
Oruro,-17.9667,-67.1167,Bolivia,264683.0
Oruro,-17.98,-67.13,Bolivia,246501.0
Addis Ababa,9.0272,38.7369,Ethiopia,3041002.0
Nazret,8.55,39.27,Ethiopia,476892.0
Gonder,12.6,37.4667,Ethiopia,323900.0
Mekele,13.4833,39.4667,Ethiopia,323700.0
Awasa,7.05,38.4667,Ethiopia,300100.0
Dire Dawa,9.5833,41.8667,Ethiopia,277000.0
Kyiv,50.45,30.5236,Ukraine,2967000.0
Kharkiv,50.0,36.2292,Ukraine,1446107.0
Odesa,46.4775,30.7326,Ukraine,1010783.0
Dnipro,48.45,34.9833,Ukraine,983836.0
Donetsk,48.0089,37.8042,Ukraine,929063.0
Zaporizhzhia,47.8378,35.1383,Ukraine,741717.0
Sanaa,15.35,44.2,Yemen,2957000.0
Ta`izz,13.5789,44.0219,Yemen,596672.0
Al Hudaydah,14.8022,42.9511,Yemen,548433.0
Aden,12.8,45.0333,Yemen,507355.0
Ibb,13.9759,44.1709,Yemen,234837.0
Ibb,13.9667,44.1667,Yemen,225611.0
Rome,41.8931,12.4828,Italy,2872800.0
Milan,45.4669,9.19,Italy,1351562.0
Naples,40.8333,14.25,Italy,972212.0
Turin,45.0667,7.7,Italy,870952.0
Palermo,38.1157,13.3613,Italy,674435.0
Genoa,44.4072,8.934,Italy,580097.0
Pyongyang,39.03,125.73,"Korea, North",2863000.0
Hungnam,39.8231,127.6232,"Korea, North",751322.0
Ch'ongjin,41.8,129.7831,"Korea, North",667929.0
Hamhung,39.9167,127.5333,"Korea, North",614198.0
Sunch'on,39.4167,125.9333,"Korea, North",437000.0
Wonsan,39.1475,127.4461,"Korea, North",363127.0
Taichung,24.15,120.6667,Taiwan,2803894.0
Kaohsiung,22.6167,120.3,Taiwan,2773533.0
Taipei,25.0478,121.5319,Taiwan,2684567.0
Tainan,22.9833,120.1833,Taiwan,1883831.0
Zhongli,24.965,121.2168,Taiwan,1632616.0
Changhua,24.0667,120.5333,Taiwan,750000.0
Guayaquil,-2.1833,-79.8833,Ecuador,2723665.0
Quito,-0.2186,-78.5097,Ecuador,2011388.0
Cuenca,-2.8974,-79.0045,Ecuador,329928.0
Santo Domingo de los Colorados,-0.2542,-79.1719,Ecuador,270875.0
Machala,-3.2667,-79.9667,Ecuador,231260.0
Manta,-0.95,-80.7162,Ecuador,217553.0
Antananarivo,-18.9386,47.5214,Madagascar,2610000.0
Antsirabe,-19.8667,47.0333,Madagascar,257163.0
Toamasina,-18.1492,49.4023,Madagascar,225116.0
Fianarantsoa,-21.4333,47.0833,Madagascar,184184.0
Mahajanga,-15.67,46.345,Madagascar,154657.0
Toliara,-23.35,43.6667,Madagascar,115319.0
Santo Domingo,18.4764,-69.8933,Dominican Republic,2581827.0
Santiago,19.5,-70.67,Dominican Republic,1550753.0
La Vega,19.2242,-70.5283,Dominican Republic,220279.0
San Pedro de Macoris,18.4504,-69.3,Dominican Republic,217899.0
La Romana,18.417,-68.9666,Dominican Republic,208437.0
San Francisco de Macoris,19.3,-70.25,Dominican Republic,174879.0
Dubai,25.2697,55.3094,United Arab Emirates,2502715.0
Sharjah,25.3575,55.3919,United Arab Emirates,1400000.0
Abu Dhabi,24.4781,54.3686,United Arab Emirates,1000000.0
Al `Ayn,24.2075,55.7447,United Arab Emirates,766936.0
`Ajman,25.3994,55.4797,United Arab Emirates,238119.0
Ra's al Khaymah,25.7915,55.9428,United Arab Emirates,160849.0
Guatemala City,14.6099,-90.5252,Guatemala,2450212.0
Quetzaltenango,14.8333,-91.5167,Guatemala,225000.0
Escuintla,14.305,-90.785,Guatemala,172708.0
San Luis,16.2,-89.44,Guatemala,132470.0
Jalapa,14.6379,-89.9904,Guatemala,122483.0
Puerto Barrios,15.73,-88.6,Guatemala,121562.0
Douala,4.05,9.7,Cameroon,2446945.0
Yaounde,3.8578,11.5181,Cameroon,2440462.0
Maroua,10.5823,14.3275,Cameroon,319941.0
Bafoussam,5.4667,10.4167,Cameroon,290768.0
Bamenda,5.9333,10.1667,Cameroon,269530.0
Garoua,9.3,13.4,Cameroon,235996.0
Tashkent,41.3,69.2667,Uzbekistan,2424100.0
Samarkand,39.6542,66.9597,Uzbekistan,504423.0
Andijon,40.7,72.35,Uzbekistan,441700.0
Namangan,40.9953,71.6725,Uzbekistan,408500.0
Qo`qon,40.5404,70.94,Uzbekistan,350000.0
Farg`ona,40.3864,71.7864,Uzbekistan,340600.0
Accra,5.6037,-0.187,Ghana,2291352.0
Kumasi,6.6833,-1.6167,Ghana,2069350.0
Tamale,9.4075,-0.8533,Ghana,466723.0
Sekondi,4.9433,-1.704,Ghana,286248.0
Obuase,6.2,-1.6833,Ghana,180460.0
Tema,5.6667,-0.0167,Ghana,161612.0
Baku,40.3667,49.8352,Azerbaijan,2181800.0
Sumqayit,40.5917,49.6397,Azerbaijan,341200.0
Ganca,40.6828,46.3606,Azerbaijan,331400.0
Mingacevir,40.77,47.0489,Azerbaijan,98800.0
Xirdalan,40.4486,49.7564,Azerbaijan,95200.0
Qaracuxur,40.3969,49.9733,Azerbaijan,85900.0
Havana,23.1367,-82.3589,Cuba,2141652.0
Santiago de Cuba,20.0283,-75.8206,Cuba,444851.0
Holguin,20.8883,-76.2558,Cuba,350191.0
Camaguey,21.3786,-77.9186,Cuba,321992.0
Bayamo,20.3817,-76.6428,Cuba,235107.0
Guantanamo,20.1383,-75.2061,Cuba,228436.0
Phnom Penh,11.5696,104.921,Cambodia,2129371.0
Siem Reap,13.3622,103.8597,Cambodia,147866.0
Battambang,13.1,103.2,Cambodia,130000.0
Kampong Cham,12.0,105.45,Cambodia,118242.0
Prey Veng,11.484,105.324,Cambodia,74000.0
Kratie,12.4881,106.0188,Cambodia,60000.0
Mogadishu,2.0408,45.3425,Somalia,2120000.0
Jamaame,0.0722,42.7506,Somalia,185270.0
Baidoa,3.1167,43.65,Somalia,129839.0
Jawhar,2.767,45.5166,Somalia,111308.0
Kismaayo,-0.3603,42.5489,Somalia,73300.0
Beledweyne,4.736,45.204,Somalia,62945.0
Minsk,53.9022,27.5618,Belarus,2020600.0
Homyel',52.4417,30.9833,Belarus,510300.0
Vitsyebsk,55.1833,30.1667,Belarus,364800.0
Mahilyow,53.9089,30.343,Belarus,357100.0
Hrodna,53.6667,23.8167,Belarus,356900.0
Brest,52.0847,23.6569,Belarus,339700.0
Bamako,12.6458,-7.9922,Mali,2009109.0
Sikasso,11.3167,-5.6667,Mali,213977.0
Segou,13.45,-6.2667,Mali,133501.0
Gao,16.2666,-0.05,Mali,116967.0
Mopti,14.49,-4.18,Mali,108456.0
Koutiala,12.3904,-5.47,Mali,104927.0
Caracas,10.5,-66.9333,Venezuela,1943901.0
Maracaibo,10.6333,-71.6333,Venezuela,1551539.0
Valencia,10.1667,-68.0,Venezuela,1484430.0
Barquisimeto,10.0678,-69.3467,Venezuela,1059092.0
Barinas,8.6333,-70.2167,Venezuela,873962.0
Ciudad Guayana,8.3596,-62.6517,Venezuela,751331.0
Blantyre,-15.7861,35.0058,Malawi,1895973.0
Lilongwe,-13.9833,33.7833,Malawi,781538.0
Mzuzu,-11.45,34.0333,Malawi,150100.0
Zomba,-15.3833,35.3333,Malawi,101140.0
Salima,-13.7829,34.4333,Malawi,71181.0
Nkhotakota,-12.9163,34.3,Malawi,59854.0
Bucharest,44.4,26.0833,Romania,1883425.0
Cluj-Napoca,46.78,23.5594,Romania,324576.0
Timisoara,45.7597,21.23,Romania,319279.0
Brasov,45.65,25.6,Romania,290743.0
Iasi,47.1622,27.5889,Romania,290422.0
Constanta,44.1733,28.6383,Romania,283872.0
Asuncion,-25.3,-57.6333,Paraguay,1870000.0
San Lorenzo,-25.3431,-57.5094,Paraguay,387977.0
Ciudad del Este,-25.5167,-54.6167,Paraguay,304282.0
Encarnacion,-27.3333,-55.8667,Paraguay,136308.0
Pedro Juan Caballero,-22.5667,-55.7167,Paraguay,122190.0
Coronel Oviedo,-25.45,-56.44,Paraguay,88101.0
Vienna,48.2083,16.3731,Austria,1840573.0
Graz,47.0667,15.4333,Austria,289440.0
Linz,48.3,14.2833,Austria,204846.0
Salzburg,47.7972,13.0477,Austria,154076.0
Innsbruck,47.2683,11.3933,Austria,132493.0
Klagenfurt,46.6167,14.3,Austria,101403.0
Aleppo,36.2,37.15,Syria,1834093.0
Damascus,33.5131,36.2919,Syria,1754000.0
Homs,34.7333,36.7167,Syria,900492.0
Latakia,35.5236,35.7917,Syria,700000.0
Hamah,35.1333,36.75,Syria,312994.0
Dayr az Zawr,35.3333,40.15,Syria,211857.0
Brazzaville,-4.2667,15.2833,Congo (Brazzaville),1827000.0
Pointe-Noire,-4.7889,11.8653,Congo (Brazzaville),829134.0
Dolisie,-4.1961,12.6731,Congo (Brazzaville),103894.0
Kayes,-4.1806,13.2889,Congo (Brazzaville),62521.0
Owando,-0.4833,15.9,Congo (Brazzaville),34070.0
Mossendjo,-2.9458,12.7147,Congo (Brazzaville),30936.0
Almaty,43.25,76.9,Kazakhstan,1806833.0
Nur-Sultan,51.1333,71.4333,Kazakhstan,1078362.0
Shymkent,42.3,69.6,Kazakhstan,1018974.0
Qaraghandy,49.8,73.1167,Kazakhstan,501129.0
Taraz,42.8833,71.3667,Kazakhstan,406262.0
Aqtobe,50.3,57.1667,Kazakhstan,387807.0
Warsaw,52.2167,21.0333,Poland,1790658.0
Krakow,50.0614,19.9372,Poland,766739.0
Lodz,51.7769,19.4547,Poland,690422.0
Wroclaw,51.1077,17.0353,Poland,638586.0
Poznan,52.4,16.9167,Poland,538633.0
Gdansk,54.3667,18.6333,Poland,464254.0
Budapest,47.4983,19.0408,Hungary,1752286.0
Debrecen,47.53,21.6392,Hungary,201432.0
Szeged,46.25,20.1667,Hungary,160766.0
Miskolc,48.1,20.7833,Hungary,154521.0
Pecs,46.0708,18.2331,Hungary,142873.0
Gyor,47.6842,17.6344,Hungary,132034.0
Lusaka,-15.4167,28.2833,Zambia,1742979.0
Ndola,-12.9683,28.6337,Zambia,528330.0
Kitwe,-12.8208,28.2119,Zambia,504194.0
Kasama,-10.1996,31.1799,Zambia,200000.0
Kashikishi,-9.3172,28.7331,Zambia,150000.0
Nchelenge,-9.3467,28.7344,Zambia,147927.0
Conakry,9.5092,-13.7122,Guinea,1667864.0
Gueckedou,8.5667,-10.1333,Guinea,221715.0
N'Zerekore,7.76,-8.83,Guinea,168121.0
Kindia,10.06,-12.87,Guinea,117062.0
Boke,10.94,-14.3,Guinea,116270.0
Kankan,10.39,-9.31,Guinea,114009.0
Kampala,0.3136,32.5811,Uganda,1659600.0
Mbale,1.0806,34.175,Uganda,402368.0
Arua,3.03,30.91,Uganda,250000.0
Tororo,0.6928,34.1808,Uganda,150000.0
Gulu,2.7667,32.3056,Uganda,146858.0
Lira,2.2604,32.89,Uganda,135445.0
Ouagadougou,12.3572,-1.5353,Burkina Faso,1626950.0
Bobo-Dioulasso,11.1833,-4.2833,Burkina Faso,360106.0
Koudougou,12.25,-2.3667,Burkina Faso,87347.0
Ouahigouya,13.5833,-2.4167,Burkina Faso,79504.0
Banfora,10.6308,-4.7589,Burkina Faso,60288.0
Kaya,13.0904,-1.09,Burkina Faso,40017.0
Harare,-17.8292,31.0522,Zimbabwe,1606000.0
Bulawayo,-20.1667,28.5667,Zimbabwe,653337.0
Chitungwiza,-18.0,31.1,Zimbabwe,340360.0
Mutare,-18.9728,32.6694,Zimbabwe,188243.0
Gweru,-19.458,29.82,Zimbabwe,141260.0
Kwekwe,-18.9167,29.9833,Zimbabwe,93072.0
Auckland,-36.85,174.7833,New Zealand,1467800.0
Wellington,-41.2889,174.7772,New Zealand,418500.0
Christchurch,-43.5309,172.6365,New Zealand,377200.0
Manukau City,-36.9833,174.8833,New Zealand,375600.0
Waitakere,-36.849,174.543,New Zealand,208100.0
Northcote,-36.7913,174.7758,New Zealand,205605.0
Muscat,23.6139,58.5922,Oman,1421409.0
As Sib,23.6802,58.1825,Oman,237816.0
Salalah,17.0197,54.0897,Oman,178469.0
As Suwayhirah as Sahil,24.362,56.7344,Oman,151349.0
`Ibri,23.2254,56.517,Oman,101640.0
Nizwa,22.9333,57.5333,Oman,70000.0
The Hague,52.08,4.27,Netherlands,1406000.0
Amsterdam,52.35,4.9166,Netherlands,1031000.0
Rotterdam,51.92,4.48,Netherlands,1005000.0
Utrecht,52.1003,5.12,Netherlands,640000.0
Eindhoven,51.43,5.5,Netherlands,398053.0
Haarlem,52.3804,4.63,Netherlands,349957.0
Ulaanbaatar,47.9203,106.9172,Mongolia,1396288.0
Erdenet,49.0278,104.0444,Mongolia,79647.0
Darhan,49.6167,106.35,Mongolia,74738.0
Darhan,49.4689,105.9575,Mongolia,74738.0
Choybalsan,48.0706,114.5228,Mongolia,38150.0
Moron,49.6375,100.1614,Mongolia,36082.0
Belgrade,44.8167,20.4667,Serbia,1378682.0
Novi Sad,45.2644,19.8317,Serbia,380000.0
Nis,43.3192,21.8961,Serbia,183164.0
Zemun,44.85,20.4,Serbia,161596.0
Kragujevac,44.0142,20.9394,Serbia,150623.0
Subotica,46.0983,19.67,Serbia,105681.0
Sofia,42.6975,23.3241,Bulgaria,1355142.0
Plovdiv,42.1433,24.7489,Bulgaria,384088.0
Varna,43.2078,27.9169,Bulgaria,369162.0
Burgas,42.5,27.4667,Bulgaria,226868.0
Ruse,43.8475,25.9544,Bulgaria,163712.0
Stara Zagora,42.4247,25.6256,Bulgaria,158668.0
Prague,50.0833,14.4167,Czechia,1324277.0
Brno,49.1953,16.6083,Czechia,381346.0
Ostrava,49.8356,18.2925,Czechia,287968.0
